sku_id,history_lines,history_units,quality_rank_mean,unit_weighted_quality_rank_mean,quality_first_rate,unit_weighted_quality_first_rate,price_first_rate,dominant_supplier,dominant_supplier_units,dominant_supplier_unit_share,dominant_supplier_quality_rank_mean
1862702345,89,1192,1.6179775280898876,1.6065436241610738,0.5056179775280899,0.48322147651006714,0.0,supplier_1,540,0.45302013422818793,1.4523809523809523
1900000004,90,1001,1.5333333333333334,1.5334665334665334,0.5222222222222223,0.5214785214785215,0.022222222222222223,supplier_1,424,0.42357642357642356,2.0
2100000001,90,1444,1.6777777777777778,1.6876731301939059,0.4777777777777778,0.46121883656509693,0.2222222222222222,supplier_5,563,0.3898891966759003,2.111111111111111
2100061223,87,7454,1.9770114942528736,1.9584115910920312,0.3793103448275862,0.38744298363294877,0.08045977011494253,supplier_4,3068,0.4115910920311242,2.142857142857143
2400032230,87,2731,1.4252873563218391,1.471622116440864,0.5977011494252874,0.5627975100695716,0.0,supplier_4,1589,0.581838154522153,1.196078431372549
2400032320,80,1128,1.4125,1.5203900709219857,0.625,0.5168439716312057,0.075,supplier_5,623,0.5523049645390071,1.4736842105263157
2500002558,88,1266,1.5568181818181819,1.5971563981042654,0.48863636363636365,0.45260663507109006,0.17045454545454544,supplier_4,591,0.466824644549763,1.2142857142857142
2500002561,91,2180,1.5274725274725274,1.5426605504587156,0.4945054945054945,0.4779816513761468,0.0,supplier_4,1149,0.5270642201834862,1.5
2500002582,89,1680,1.4943820224719102,1.493452380952381,0.651685393258427,0.6428571428571429,0.0,supplier_4,1080,0.6428571428571429,1.0
2610000364,89,1432,1.348314606741573,1.333100558659218,0.6853932584269663,0.6899441340782123,0.0,supplier_1,988,0.6899441340782123,1.0
2800001159,90,1525,1.6111111111111112,1.5652459016393443,0.6,0.6131147540983607,0.0,supplier_1,935,0.6131147540983607,1.0
3000001020,75,1138,1.4133333333333333,1.344463971880492,0.5866666666666667,0.655536028119508,0.0,supplier_4,746,0.655536028119508,1.0
3000001180,83,2537,1.4337349397590362,1.3973196689002758,0.5662650602409639,0.6026803310997241,0.0,supplier_5,1628,0.6417027985810012,1.3653846153846154
3000001190,88,2641,1.6477272727272727,1.4074214312760318,0.6022727272727273,0.7497160166603559,0.0,supplier_1,1980,0.7497160166603559,1.0
3000001380,89,4765,1.4157303370786516,1.3796432318992655,0.5842696629213483,0.6203567681007345,0.0,supplier_2,2956,0.6203567681007345,1.0
3000001460,87,1316,1.4022988505747127,1.4924012158054711,0.5977011494252874,0.5075987841945289,0.3448275862068966,supplier_2,668,0.5075987841945289,1.0
3010000133,87,1502,1.5057471264367817,1.6717709720372835,0.5172413793103449,0.3881491344873502,0.0,supplier_4,583,0.3881491344873502,1.0
3010003319,59,590,1.694915254237288,1.7220338983050847,0.5254237288135594,0.4830508474576271,0.22033898305084745,supplier_2,285,0.4830508474576271,1.0
3010044057,90,828,1.6111111111111112,1.641304347826087,0.5666666666666667,0.5760869565217391,0.011111111111111112,supplier_4,485,0.5857487922705314,1.0784313725490196
3040000048,89,3322,1.6067415730337078,1.6143889223359422,0.5730337078651685,0.5996387718242023,0.07865168539325842,supplier_3,1784,0.5370258880192655,1.1555555555555554
3500044400,89,4859,1.4269662921348314,1.5729573986416958,0.5730337078651685,0.4270426013583042,0.0,supplier_5,2784,0.5729573986416958,2.0
3500046100,86,2513,1.5930232558139534,1.5933147632311977,0.6046511627906976,0.6183844011142061,0.05813953488372093,supplier_3,1083,0.4309590131317151,1.393939393939394
3500050900,89,1405,1.4382022471910112,1.4761565836298933,0.6067415730337079,0.5971530249110321,0.02247191011235955,supplier_1,730,0.5195729537366548,1.6818181818181819
3500051300,89,1259,1.5393258426966292,1.5313741064336774,0.5617977528089888,0.5552025416997617,0.033707865168539325,supplier_5,584,0.46386020651310567,1.5909090909090908
3700000391,90,4064,1.6111111111111112,1.5723425196850394,0.5333333333333333,0.4940944881889764,0.12222222222222222,supplier_5,1917,0.4717027559055118,2.1818181818181817
3700000692,90,822,1.5,1.475669099756691,0.6666666666666666,0.6873479318734793,0.26666666666666666,supplier_3,565,0.6873479318734793,1.0
3700000821,89,1670,1.6067415730337078,1.6233532934131736,0.5393258426966292,0.518562874251497,0.0449438202247191,supplier_2,805,0.4820359281437126,1.0
3700060511,90,6941,1.5444444444444445,1.4062815156317534,0.5888888888888889,0.6474571387408155,0.0,supplier_2,3995,0.5755654804783172,1.2264150943396226
3700060571,89,5204,1.7752808988764044,1.91391237509608,0.4606741573033708,0.40449654112221367,0.1797752808988764,supplier_1,2705,0.5197924673328209,2.3055555555555554
3700063037,91,4809,1.4395604395604396,1.4337700145560408,0.5714285714285714,0.579746309003951,0.0,supplier_1,2065,0.4294032023289665,1.05
3700063087,89,4924,1.4831460674157304,1.5276198212835093,0.6629213483146067,0.6490658001624695,0.23595505617977527,supplier_4,2207,0.44821283509341997,1.3170731707317074
3800005231,90,1311,1.511111111111111,1.5156369183829137,0.6333333333333333,0.6285278413424866,0.0,supplier_1,826,0.6300533943554538,1.0350877192982457
3800005332,88,692,1.5909090909090908,1.6372832369942196,0.6704545454545454,0.6445086705202312,0.06818181818181818,supplier_1,319,0.46098265895953755,1.0
3828111129,89,4044,1.5393258426966292,1.630811078140455,0.6292134831460674,0.6070722057368941,0.011235955056179775,supplier_5,1616,0.39960435212660733,1.0
3828111185,90,11060,1.511111111111111,1.482007233273056,0.4888888888888889,0.5179927667269439,0.0,supplier_2,5730,0.5180831826401446,1.1818181818181819
3828112085,88,1686,1.4431818181818181,1.4448398576512456,0.5681818181818182,0.566429418742586,0.056818181818181816,supplier_2,1083,0.6423487544483986,1.2105263157894737
3828112185,89,2718,1.3932584269662922,1.346578366445916,0.6404494382022472,0.6655629139072847,0.011235955056179775,supplier_4,1809,0.6655629139072847,1.0
3828125033,88,1423,1.5795454545454546,1.6205200281096275,0.5568181818181818,0.5650035137034435,0.23863636363636365,supplier_3,804,0.5650035137034435,1.0
3828128073,86,877,1.4651162790697674,1.3329532497149372,0.5581395348837209,0.6704675028506272,0.0,supplier_1,529,0.6031927023945268,1.0909090909090908
3828128137,89,1318,1.7078651685393258,1.7496206373292869,0.5617977528089888,0.5569044006069803,0.10112359550561797,supplier_1,727,0.5515933232169955,1.5348837209302326
3828153081,90,7549,1.3888888888888888,1.3758113657438071,0.6111111111111112,0.6241886342561929,0.1111111111111111,supplier_3,4712,0.6241886342561929,1.0
3828153085,89,811,1.4269662921348314,1.4586929716399506,0.651685393258427,0.655980271270037,0.19101123595505617,supplier_2,532,0.655980271270037,1.0
3828190009,90,1307,1.3888888888888888,1.3573068094873757,0.6111111111111112,0.6426931905126243,0.0,supplier_4,840,0.6426931905126243,1.0
3828190013,90,1218,1.4111111111111112,1.3768472906403941,0.6222222222222222,0.6625615763546798,0.28888888888888886,supplier_2,807,0.6625615763546798,1.0
4180071500,73,240,1.547945205479452,1.6291666666666667,0.5753424657534246,0.5208333333333334,0.0410958904109589,supplier_2,109,0.45416666666666666,1.1944444444444444
4180071600,35,75,1.4285714285714286,1.4266666666666667,0.5714285714285714,0.5733333333333334,0.45714285714285713,supplier_2,43,0.5733333333333334,1.0
4200013000,89,5450,1.4719101123595506,1.5280733944954128,0.5280898876404494,0.47192660550458715,0.15730337078651685,supplier_1,2878,0.5280733944954128,2.0
4400000004,89,1382,1.4269662921348314,1.4529667149059333,0.6404494382022472,0.6099855282199711,0.02247191011235955,supplier_1,843,0.6099855282199711,1.0
4400000028,88,2494,1.4318181818181819,1.446271050521251,0.625,0.6415396952686447,0.09090909090909091,supplier_2,1784,0.7153167602245389,1.180327868852459
4400000057,90,2855,1.4333333333333333,1.4350262697022766,0.5888888888888889,0.5782837127845885,0.044444444444444446,supplier_1,1650,0.5779334500875657,1.0188679245283019
4400000106,89,1171,1.3595505617977528,1.3697694278394534,0.651685393258427,0.637062339880444,0.23595505617977527,supplier_1,670,0.5721605465414176,1.0185185185185186
4400000119,87,2119,1.5977011494252873,1.6229353468617271,0.4367816091954023,0.4228409627182633,0.011494252873563218,supplier_4,1328,0.6267107126002831,1.3137254901960784
4400000189,90,827,1.6333333333333333,1.6626360338573156,0.5555555555555556,0.5501813784764208,0.044444444444444446,supplier_1,471,0.5695284159613059,1.1538461538461537
4400000329,88,598,1.4204545454545454,1.374581939799331,0.625,0.6538461538461539,0.2159090909090909,supplier_3,391,0.6538461538461539,1.0
4400000379,90,1487,1.7,1.6825823806321452,0.5333333333333333,0.5467383994620041,0.022222222222222223,supplier_3,559,0.37592468056489575,1.0833333333333333
4400004627,89,812,1.4943820224719102,1.5738916256157636,0.5617977528089888,0.5061576354679803,0.0898876404494382,supplier_1,374,0.4605911330049261,1.0
4610000003,89,948,1.6741573033707866,1.6518987341772151,0.39325842696629215,0.3881856540084388,0.011235955056179775,supplier_2,409,0.43143459915611815,1.6585365853658536
5100000011,90,7738,1.5222222222222221,1.5259757043163609,0.5444444444444444,0.5483329025588007,0.2111111111111111,supplier_5,3387,0.4377100025846472,1.0789473684210527
5100001251,91,6351,1.4395604395604396,1.4416627302786962,0.5934065934065934,0.6287198866320265,0.0,supplier_4,3993,0.6287198866320265,1.0
5100002421,87,729,1.5977011494252873,1.5637860082304527,0.47126436781609193,0.4828532235939643,0.13793103448275862,supplier_4,360,0.49382716049382713,2.0
5100006012,79,746,1.4683544303797469,1.4075067024128687,0.5822784810126582,0.6193029490616622,0.08860759493670886,supplier_1,353,0.47319034852546915,1.7105263157894737
5100006032,89,1521,1.696629213483146,1.6305062458908612,0.550561797752809,0.569362261669954,0.11235955056179775,supplier_2,863,0.5673898750821827,1.1666666666666667
5100006092,88,753,1.6590909090909092,1.6268260292164676,0.5568181818181818,0.5869853917662683,0.0,supplier_2,252,0.3346613545816733,1.0
5200003805,90,1516,1.5333333333333334,1.5112137203166227,0.5666666666666667,0.566622691292876,0.2111111111111111,supplier_4,635,0.4188654353562005,1.3333333333333333
5200003925,90,2361,1.4222222222222223,1.418890300720034,0.6555555555555556,0.6607369758576874,0.0,supplier_2,1560,0.6607369758576874,1.0
5200003940,88,1216,1.5454545454545454,1.575657894736842,0.5227272727272727,0.5205592105263158,0.11363636363636363,supplier_1,681,0.5600328947368421,1.12
5400018080,88,1404,1.5681818181818181,1.5356125356125356,0.5113636363636364,0.5548433048433048,0.056818181818181816,supplier_2,667,0.47507122507122507,1.2820512820512822
5460000233,90,1909,1.5555555555555556,1.4887375589313776,0.5444444444444444,0.5940282870612886,0.05555555555555555,supplier_5,979,0.5128339444735464,1.3555555555555556
6233800215,90,656,1.5555555555555556,1.5152439024390243,0.5444444444444444,0.5533536585365854,0.05555555555555555,supplier_4,283,0.43140243902439024,1.9743589743589745
71785410502,77,475,1.3506493506493507,1.3621052631578947,0.6623376623376623,0.6694736842105263,0.06493506493506493,supplier_2,286,0.6021052631578947,1.1041666666666667
7289000011,89,1819,1.3595505617977528,1.39912039582188,0.6404494382022472,0.6008796041781198,0.21348314606741572,supplier_4,1093,0.6008796041781198,1.0
7331025205,88,3159,1.5227272727272727,1.4824311490978157,0.5227272727272727,0.5463754352643242,0.07954545454545454,supplier_1,1554,0.4919278252611586,1.302325581395349
8000000245,90,10325,1.6555555555555554,1.7001452784503632,0.5555555555555556,0.5329782082324456,0.17777777777777778,supplier_1,5560,0.538498789346247,1.1764705882352942
8000000280,90,2384,1.6222222222222222,1.6812080536912752,0.5888888888888889,0.5826342281879194,0.16666666666666666,supplier_1,1334,0.5595637583892618,1.0192307692307692
8000000325,89,1039,1.3820224719101124,1.3378248315688162,0.651685393258427,0.6920115495668913,0.0,supplier_4,735,0.7074109720885466,1.0666666666666667
8066095605,90,1311,1.4111111111111112,1.4118993135011442,0.5888888888888889,0.5881006864988558,0.0,supplier_4,771,0.5881006864988558,1.0
8248812345,88,2459,1.4886363636363635,1.4973566490443269,0.5113636363636364,0.502643350955673,0.0,supplier_2,1279,0.5201301342008947,1.5777777777777777
8660000013,87,2237,1.3448275862068966,1.2981671881984802,0.6781609195402298,0.7246312025033527,0.3218390804597701,supplier_5,1454,0.6499776486365668,1.0754716981132075
8660000033,89,9424,1.5168539325842696,1.579902376910017,0.5280898876404494,0.45182512733446517,0.011235955056179775,supplier_1,3626,0.3847623089983022,1.5517241379310345
